id,source,timestamp,key,value
urn:boundary:ron-jacek,https://w3c-cg.github.io/context-graph/demo/systems/ron,2026-03-30T10:00:00.000Z,https://w3c-cg.github.io/context-graph/protocol/syn,7a3f9b2e
urn:boundary:ron-jacek,https://w3c-cg.github.io/context-graph/demo/systems/jacek,2026-03-30T10:00:00.347Z,https://w3c-cg.github.io/context-graph/protocol/syn-ack,c4d5e6f7:sha256(7a3f9b2e)
urn:boundary:ron-jacek,https://w3c-cg.github.io/context-graph/demo/systems/ron,2026-03-30T10:00:00.712Z,https://w3c-cg.github.io/context-graph/protocol/ack,sha256(c4d5e6f7)
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/ron,2026-03-30T10:00:01.000Z,https://w3c-cg.github.io/context-graph/facet/context,"ask:domain,unit-system,measurement-type"
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/jacek,2026-03-30T10:00:01.200Z,https://w3c-cg.github.io/context-graph/facet/context,"domain:clinical,units:imperial,type:body-oral"
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/ron,2026-03-30T10:00:01.450Z,https://w3c-cg.github.io/context-graph/facet/context,"verdict:sufficient,mu_c:1,note:domains-differ(HVAC-vs-clinical)"
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/ron,2026-03-30T10:00:02.000Z,https://w3c-cg.github.io/context-graph/facet/meaning,ask:definition-of-temperature
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/jacek,2026-03-30T10:00:02.180Z,https://w3c-cg.github.io/context-graph/facet/meaning,def:patient-body-temperature-oral-reading
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/ron,2026-03-30T10:00:02.400Z,https://w3c-cg.github.io/context-graph/facet/meaning,"verdict:mismatch,mu_m:1,ron:indoor-air-temperature,jacek:patient-body-temperature"
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/ron,2026-03-30T10:00:03.000Z,https://w3c-cg.github.io/context-graph/facet/structure,"ask:unit,precision,valid-range"
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/jacek,2026-03-30T10:00:03.190Z,https://w3c-cg.github.io/context-graph/facet/structure,"unit:fahrenheit,precision:1,range:90-110"
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/ron,2026-03-30T10:00:03.410Z,https://w3c-cg.github.io/context-graph/facet/structure,"verdict:mismatch,mu_s:1,ron:celsius,jacek:fahrenheit"
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/ron,2026-03-30T10:00:04.000Z,https://w3c-cg.github.io/context-graph/facet/data,ask:current-value
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/jacek,2026-03-30T10:00:04.150Z,https://w3c-cg.github.io/context-graph/facet/data,val:30
urn:boundary:ron-jacek:temperature,https://w3c-cg.github.io/context-graph/demo/systems/ron,2026-03-30T10:00:04.380Z,https://w3c-cg.github.io/context-graph/facet/data,"verdict:halt,mu_d:undefined,reason:meaning-and-structure-misaligned,note:30F-outside-clinical-range(90-110)-and-30C-is-room-temp-not-body-temp"
urn:boundary:ron-jacek,https://w3c-cg.github.io/context-graph/demo/systems/ron,2026-03-30T10:00:05.000Z,https://w3c-cg.github.io/context-graph/protocol/fin,"reason:evaluation-complete,status:incoherent,mu_c:1,mu_m:1,mu_s:1,mu_d:undefined"
urn:boundary:ron-jacek,https://w3c-cg.github.io/context-graph/demo/systems/jacek,2026-03-30T10:00:05.200Z,https://w3c-cg.github.io/context-graph/protocol/fin-ack,ack:ron
